fpr,tpr,threshold,auc,variant
0.05504128096072054,0.2734189253447456,0.7262584219080565,0.7191682793637468,no_nlcd
0.05529146860145109,0.2734189253447456,0.7262584089428171,0.7191682793637468,no_nlcd
0.05529146860145109,0.27373593279442066,0.7262581718814771,0.7191682793637468,no_nlcd
0.05554165624218164,0.27373593279442066,0.726258103109071,0.7191682793637468,no_nlcd
0.05554165624218164,0.2745284514186083,0.7262578234386168,0.7191682793637468,no_nlcd
0.05579184388291218,0.2745284514186083,0.7262577269706326,0.7191682793637468,no_nlcd
0.05579184388291218,0.2746869551434459,0.7262576867975788,0.7191682793637468,no_nlcd
0.05604203152364273,0.2746869551434459,0.7262575871836608,0.7191682793637468,no_nlcd
0.05604203152364273,0.2756379774924711,0.7262571744141544,0.7191682793637468,no_nlcd
0.05629221916437328,0.2756379774924711,0.7262571398392288,0.7191682793637468,no_nlcd
0.05629221916437328,0.27722301474084643,0.7262563572338596,0.7191682793637468,no_nlcd
0.05679259444583438,0.27722301474084643,0.7262562045722913,0.7191682793637468,no_nlcd
0.05679259444583438,0.27785702964019654,0.7262559363656953,0.7191682793637468,no_nlcd
0.05704278208656492,0.27785702964019654,0.7262558402950512,0.7191682793637468,no_nlcd
0.05704278208656492,0.27896655571405926,0.7262554846988623,0.7191682793637468,no_nlcd
0.05729296972729547,0.27896655571405926,0.7262554739869291,0.7191682793637468,no_nlcd
0.05729296972729547,0.27944206688857187,0.7262552749743174,0.7191682793637468,no_nlcd
0.05779334500875657,0.27944206688857187,0.726255221713369,0.7191682793637468,no_nlcd
0.05779334500875657,0.2796005706134094,0.7262552191451405,0.7191682793637468,no_nlcd
0.05804353264948712,0.2796005706134094,0.7262551319679398,0.7191682793637468,no_nlcd
0.05804353264948712,0.28007608178792204,0.7262549528439144,0.7191682793637468,no_nlcd
0.05829372029021766,0.28007608178792204,0.7262548015404775,0.7191682793637468,no_nlcd
0.05829372029021766,0.2810271041369472,0.7262544690595227,0.7191682793637468,no_nlcd
0.058543907930948214,0.2810271041369472,0.7262542557436353,0.7191682793637468,no_nlcd
0.058543907930948214,0.28118560786178476,0.7262542436065297,0.7191682793637468,no_nlcd
0.05879409557167876,0.28118560786178476,0.7262541905994946,0.7191682793637468,no_nlcd
0.05879409557167876,0.2822951339356475,0.7262537436285857,0.7191682793637468,no_nlcd
0.05929447085313985,0.2822951339356475,0.7262536183850862,0.7191682793637468,no_nlcd
0.05929447085313985,0.28245363766048504,0.726253566014442,0.7191682793637468,no_nlcd
0.06029522141606205,0.28245363766048504,0.7262534014351378,0.7191682793637468,no_nlcd
0.06029522141606205,0.2827706451101601,0.7262533481742803,0.7191682793637468,no_nlcd
0.06054540905679259,0.2827706451101601,0.7262531980747867,0.7191682793637468,no_nlcd
0.06054540905679259,0.2832461562846727,0.7262531296462793,0.7191682793637468,no_nlcd
0.06104578433825369,0.2832461562846727,0.7262530689587477,0.7191682793637468,no_nlcd
0.06104578433825369,0.28356316373434776,0.7262528508121147,0.7191682793637468,no_nlcd
0.06129597197898424,0.28356316373434776,0.7262528224797757,0.7191682793637468,no_nlcd
0.06129597197898424,0.2838801711840228,0.7262525545845546,0.7191682793637468,no_nlcd
0.06154615961971479,0.2838801711840228,0.7262523065273429,0.7191682793637468,no_nlcd
0.06154615961971479,0.28403867490886037,0.7262522291654834,0.7191682793637468,no_nlcd
0.062046534901175884,0.28403867490886037,0.7262521163708381,0.7191682793637468,no_nlcd
0.062046534901175884,0.28419717863369787,0.7262520990930994,0.7191682793637468,no_nlcd
0.06229672254190643,0.28419717863369787,0.7262520481538395,0.7191682793637468,no_nlcd
0.06229672254190643,0.284514186083373,0.7262518024032969,0.7191682793637468,no_nlcd
0.06254691018263697,0.284514186083373,0.7262517480715497,0.7191682793637468,no_nlcd
0.06254691018263697,0.2849896972578856,0.7262517055372332,0.7191682793637468,no_nlcd
0.06304728546409807,0.2849896972578856,0.7262515001369034,0.7191682793637468,no_nlcd
0.06304728546409807,0.28546520843239814,0.7262512472732479,0.7191682793637468,no_nlcd
0.06329747310482862,0.28546520843239814,0.7262512243801849,0.7191682793637468,no_nlcd
